id,asset_path,category,source_en,source_status,pt_br,status,actor,license,notes
axe_lose_02,sounds/vo/axe/axe_lose_02.vsnd_c,lose,Defeated!,official_caption,"Axe: derrota, fala 2.",placeholder,,,
axe_lose_03,sounds/vo/axe/axe_lose_03.vsnd_c,lose,Inglorious end!,official_caption,"Axe: derrota, fala 3.",placeholder,,,
axe_lose_04,sounds/vo/axe/axe_lose_04.vsnd_c,lose,Axe is sad.,official_caption,"Axe: derrota, fala 4.",placeholder,,,
axe_lose_05,sounds/vo/axe/axe_lose_05.vsnd_c,lose,"Grrr, Axe is defeated!",official_caption,"Axe: derrota, fala 5.",placeholder,,,
axe_missing_lane_01,sounds/vo/axe/axe_missing_lane_01.vsnd_c,missing_lane,Axe reports top is missing.,official_caption,"Axe: inimigo desaparecido, fala 1.",placeholder,,,
axe_missing_lane_02,sounds/vo/axe/axe_missing_lane_02.vsnd_c,missing_lane,Axe says middle is missing.,official_caption,"Axe: inimigo desaparecido, fala 2.",placeholder,,,
axe_missing_lane_03,sounds/vo/axe/axe_missing_lane_03.vsnd_c,missing_lane,Bottom is missing according to Axe.,official_caption,"Axe: inimigo desaparecido, fala 3.",placeholder,,,
axe_move_01,sounds/vo/axe/axe_move_01.vsnd_c,move,Cut and run!,official_caption,Cortar e correr!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_02,sounds/vo/axe/axe_move_02.vsnd_c,move,Rest is for the dead!,official_caption,Descanso é para os mortos!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_03,sounds/vo/axe/axe_move_03.vsnd_c,move,Forward!,official_caption,Em frente!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_04,sounds/vo/axe/axe_move_04.vsnd_c,move,To battle!,official_caption,À batalha!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_05,sounds/vo/axe/axe_move_05.vsnd_c,move,Axe goes!,official_caption,Axe vai!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_06,sounds/vo/axe/axe_move_06.vsnd_c,move,Axe charges!,official_caption,Axe avança!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_07,sounds/vo/axe/axe_move_07.vsnd_c,move,Into war's teeth!,official_caption,Para dentro da guerra!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_08,sounds/vo/axe/axe_move_08.vsnd_c,move,To the enemy!,official_caption,Até o inimigo!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_09,sounds/vo/axe/axe_move_09.vsnd_c,move,Axe runs!,official_caption,Axe corre!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_10,sounds/vo/axe/axe_move_10.vsnd_c,move,Enemies need killing!,official_caption,Os inimigos precisam morrer!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_move_11,sounds/vo/axe/axe_move_11.vsnd_c,move,Good day to fight!,official_caption,Belo dia para lutar!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_nomana_01,sounds/vo/axe/axe_nomana_01.vsnd_c,nomana,Need mana.,official_caption,"Axe: sem mana, fala 1.",placeholder,,,
axe_nomana_02,sounds/vo/axe/axe_nomana_02.vsnd_c,nomana,No mana.,official_caption,"Axe: sem mana, fala 2.",placeholder,,,
axe_nomana_03,sounds/vo/axe/axe_nomana_03.vsnd_c,nomana,Not enough mana.,official_caption,"Axe: sem mana, fala 3.",placeholder,,,
axe_nomana_04,sounds/vo/axe/axe_nomana_04.vsnd_c,nomana,Need mana.,official_caption,"Axe: sem mana, fala 4.",placeholder,,,
axe_nomana_05,sounds/vo/axe/axe_nomana_05.vsnd_c,nomana,No mana.,official_caption,"Axe: sem mana, fala 5.",placeholder,,,
axe_nomana_06,sounds/vo/axe/axe_nomana_06.vsnd_c,nomana,Not enough mana.,official_caption,"Axe: sem mana, fala 6.",placeholder,,,
axe_nomana_07,sounds/vo/axe/axe_nomana_07.vsnd_c,nomana,Need mana.,official_caption,"Axe: sem mana, fala 7.",placeholder,,,
axe_nomana_08,sounds/vo/axe/axe_nomana_08.vsnd_c,nomana,No mana.,official_caption,"Axe: sem mana, fala 8.",placeholder,,,
axe_nomana_09,sounds/vo/axe/axe_nomana_09.vsnd_c,nomana,Not enough mana.,official_caption,"Axe: sem mana, fala 9.",placeholder,,,
axe_notyet_01,sounds/vo/axe/axe_notyet_01.vsnd_c,notyet,Not yet.,official_caption,"Axe: ainda não, fala 1.",placeholder,,,
axe_notyet_02,sounds/vo/axe/axe_notyet_02.vsnd_c,notyet,Axe is not ready.,official_caption,"Axe: ainda não, fala 2.",placeholder,,,
axe_notyet_03,sounds/vo/axe/axe_notyet_03.vsnd_c,notyet,It is not yet time.,official_caption,"Axe: ainda não, fala 3.",placeholder,,,
axe_notyet_04,sounds/vo/axe/axe_notyet_04.vsnd_c,notyet,Not yet.,official_caption,"Axe: ainda não, fala 4.",placeholder,,,
axe_notyet_05,sounds/vo/axe/axe_notyet_05.vsnd_c,notyet,Axe is not ready.,official_caption,"Axe: ainda não, fala 5.",placeholder,,,
axe_notyet_06,sounds/vo/axe/axe_notyet_06.vsnd_c,notyet,It is not yet time.,official_caption,"Axe: ainda não, fala 6.",placeholder,,,
axe_notyet_07,sounds/vo/axe/axe_notyet_07.vsnd_c,notyet,Not yet!,official_caption,"Axe: ainda não, fala 7.",placeholder,,,
axe_notyet_08,sounds/vo/axe/axe_notyet_08.vsnd_c,notyet,Axe is not ready!,official_caption,"Axe: ainda não, fala 8.",placeholder,,,
axe_notyet_09,sounds/vo/axe/axe_notyet_09.vsnd_c,notyet,It is not yet time.,official_caption,"Axe: ainda não, fala 9.",placeholder,,,
axe_pain_01,sounds/vo/axe/axe_pain_01.vsnd_c,pain,Uh!,official_caption,"Axe: dor, fala 1.",placeholder,,,
axe_pain_02,sounds/vo/axe/axe_pain_02.vsnd_c,pain,Uh!,official_caption,"Axe: dor, fala 2.",placeholder,,,
axe_pain_03,sounds/vo/axe/axe_pain_03.vsnd_c,pain,Ah!,official_caption,"Axe: dor, fala 3.",placeholder,,,
axe_pain_04,sounds/vo/axe/axe_pain_04.vsnd_c,pain,Ah!,official_caption,"Axe: dor, fala 4.",placeholder,,,
axe_pain_05,sounds/vo/axe/axe_pain_05.vsnd_c,pain,Uh!,official_caption,"Axe: dor, fala 5.",placeholder,,,
axe_pain_06,sounds/vo/axe/axe_pain_06.vsnd_c,pain,Uh!,official_caption,"Axe: dor, fala 6.",placeholder,,,
axe_pain_07,sounds/vo/axe/axe_pain_07.vsnd_c,pain,Chhh!,official_caption,"Axe: dor, fala 7.",placeholder,,,
axe_purch_01,sounds/vo/axe/axe_purch_01.vsnd_c,purch,"By his blade, Axe earns this purchase.",official_caption,"Axe: compra, fala 1.",placeholder,,,
axe_purch_02,sounds/vo/axe/axe_purch_02.vsnd_c,purch,Earned through blood.,official_caption,"Axe: compra, fala 2.",placeholder,,,
axe_purch_03,sounds/vo/axe/axe_purch_03.vsnd_c,purch,The wait has ended.,official_caption,"Axe: compra, fala 3.",placeholder,,,
axe_purch_04,sounds/vo/axe/axe_purch_04.vsnd_c,purch,"Ah, scepter!",official_caption,"Axe: compra, fala 4.",placeholder,,,
axe_rare_01,sounds/vo/axe/axe_rare_01.vsnd_c,rare,So many skulls to cleave. So many bodies to throw on the pile.,official_caption,"Axe: item raro, fala 1.",placeholder,,,
axe_rare_02,sounds/vo/axe/axe_rare_02.vsnd_c,rare,No business but war. No family but death. No mercy but the grave!,official_caption,"Axe: item raro, fala 2.",placeholder,,,
axe_rare_03,sounds/vo/axe/axe_rare_03.vsnd_c,rare,Axe brings the Red Mist!,official_caption,"Axe: item raro, fala 3.",placeholder,,,
axe_regen_01,sounds/vo/axe/axe_regen_01.vsnd_c,regen,Regeneration!,official_caption,"Axe: regeneração, fala 1.",placeholder,,,
axe_regen_02,sounds/vo/axe/axe_regen_02.vsnd_c,regen,Axe's edge grows keen again!,official_caption,"Axe: regeneração, fala 2.",placeholder,,,
axe_respawn_01,sounds/vo/axe/axe_respawn_01.vsnd_c,respawn,Axe lives to cut again!,official_caption,Axe vive para cortar de novo!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_respawn_02,sounds/vo/axe/axe_respawn_02.vsnd_c,respawn,Axe is back!,official_caption,Axe voltou!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_respawn_03,sounds/vo/axe/axe_respawn_03.vsnd_c,respawn,Back in action!,official_caption,De volta à ação!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_respawn_04,sounds/vo/axe/axe_respawn_04.vsnd_c,respawn,The Axe's edge is keen again!,official_caption,O fio de Axe está afiado novamente!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_respawn_05,sounds/vo/axe/axe_respawn_05.vsnd_c,respawn,Axe cuts anew!,official_caption,Axe corta de novo!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_respawn_06,sounds/vo/axe/axe_respawn_06.vsnd_c,respawn,Axe is all the reinforcement this army needs!,official_caption,"Axe: renascimento, fala 6.",placeholder,,,
axe_respawn_07,sounds/vo/axe/axe_respawn_07.vsnd_c,respawn,"From the Red Mist, Axe returns!",official_caption,"Axe: renascimento, fala 7.",placeholder,,,
axe_respawn_08,sounds/vo/axe/axe_respawn_08.vsnd_c,respawn,A blunted Axe is re-sharpened!,official_caption,"Axe: renascimento, fala 8.",placeholder,,,
axe_respawn_09,sounds/vo/axe/axe_respawn_09.vsnd_c,respawn,Better red than dead!,official_caption,"Axe: renascimento, fala 9.",placeholder,,,
axe_respawn_10,sounds/vo/axe/axe_respawn_10.vsnd_c,respawn,Axe returns. The war may now continue!,official_caption,"Axe: renascimento, fala 10.",placeholder,,,
axe_rival_01,sounds/vo/axe/axe_rival_01.vsnd_c,rival,Axe has no time for all this jibber jabber.,official_caption,"Axe: interação com rival, fala 1.",placeholder,,,
axe_rival_02,sounds/vo/axe/axe_rival_02.vsnd_c,rival,Blade versus book. Blade wins.,official_caption,"Axe: interação com rival, fala 2.",placeholder,,,
axe_rival_03,sounds/vo/axe/axe_rival_03.vsnd_c,rival,"Warlock, you should have picked a sharper weapon.",official_caption,"Axe: interação com rival, fala 3.",placeholder,,,
axe_rival_04,sounds/vo/axe/axe_rival_04.vsnd_c,rival,"Warlock, who is the smart one now?",official_caption,"Axe: interação com rival, fala 4.",placeholder,,,
axe_rival_05,sounds/vo/axe/axe_rival_05.vsnd_c,rival,Axe hates to till Oglodi but it must be done.,official_caption,"Axe: interação com rival, fala 5.",placeholder,,,
axe_rival_06,sounds/vo/axe/axe_rival_06.vsnd_c,rival,Even kin must die.,official_caption,"Axe: interação com rival, fala 6.",placeholder,,,
axe_rival_07,sounds/vo/axe/axe_rival_07.vsnd_c,rival,"We are blood, true. But most of yours came out.",official_caption,"Axe: interação com rival, fala 7.",placeholder,,,
axe_rival_08,sounds/vo/axe/axe_rival_08.vsnd_c,rival,You were handsome like Axe. Axe doesn't like that.,official_caption,"Axe: interação com rival, fala 8.",placeholder,,,
axe_rival_09,sounds/vo/axe/axe_rival_09.vsnd_c,rival,"Too much talking, not enough fighting.",official_caption,"Axe: interação com rival, fala 9.",placeholder,,,
axe_rival_10,sounds/vo/axe/axe_rival_10.vsnd_c,rival,Big words cannot keep you safe from Axe.,official_caption,"Axe: interação com rival, fala 10.",placeholder,,,
axe_rival_11,sounds/vo/axe/axe_rival_11.vsnd_c,rival,The Treant brought much wood for Axe to chop.,official_caption,"Axe: interação com rival, fala 11.",placeholder,,,
axe_rival_12,sounds/vo/axe/axe_rival_12.vsnd_c,rival,Who said Axe fears spiders? Axe wants to know their name.,official_caption,"Axe: interação com rival, fala 12.",placeholder,,,
axe_rival_13,sounds/vo/axe/axe_rival_13.vsnd_c,rival,,missing_official_caption,"Axe: interação com rival, fala 13.",placeholder,,,
axe_rival_14,sounds/vo/axe/axe_rival_14.vsnd_c,rival,"Taste the Axe. Not this Axe, that axe!",official_caption,"Axe: interação com rival, fala 14.",placeholder,,,
axe_rival_15,sounds/vo/axe/axe_rival_15.vsnd_c,rival,Your name is not Axeworld Destroyer!,official_caption,"Axe: interação com rival, fala 15.",placeholder,,,
axe_rival_16,sounds/vo/axe/axe_rival_16.vsnd_c,rival,What is a tiny razor to a mighty Axe?,official_caption,"Axe: interação com rival, fala 16.",placeholder,,,
axe_rival_17,sounds/vo/axe/axe_rival_17.vsnd_c,rival,"You might have been a fancyman in Heaven, but down here you are nothing next to Axe.",official_caption,"Axe: interação com rival, fala 17.",placeholder,,,
axe_rival_18,sounds/vo/axe/axe_rival_18.vsnd_c,rival,Each of Ursa's claws is like a little Axe. Axe reluctantly approves.,official_caption,"Axe: interação com rival, fala 18.",placeholder,,,
axe_rival_19,sounds/vo/axe/axe_rival_19.vsnd_c,rival,Axe has no time for such nonsense!,official_caption,"Axe: interação com rival, fala 19.",placeholder,,,
axe_rival_20,sounds/vo/axe/axe_rival_20.vsnd_c,rival,More things for Axe to chop!,official_caption,"Axe: interação com rival, fala 20.",placeholder,,,
axe_rival_21,sounds/vo/axe/axe_rival_21.vsnd_c,rival,I said good nightstalker!,official_caption,"Axe: interação com rival, fala 21.",placeholder,,,
axe_rival_22,sounds/vo/axe/axe_rival_22.vsnd_c,rival,What happened? Axe happened!,official_caption,"Axe: interação com rival, fala 22.",placeholder,,,
axe_rival_23,sounds/vo/axe/axe_rival_23.vsnd_c,rival,Axe-actly!,official_caption,"Axe: interação com rival, fala 23.",placeholder,,,
axe_rival_24,sounds/vo/axe/axe_rival_24.vsnd_c,rival,"Axe knows you not, fiend.",official_caption,"Axe: interação com rival, fala 24.",placeholder,,,
axe_rival_25,sounds/vo/axe/axe_rival_25.vsnd_c,rival,Your free ride is over.,official_caption,"Axe: interação com rival, fala 25.",placeholder,,,
axe_rival_26,sounds/vo/axe/axe_rival_26.vsnd_c,rival,"Ride no more, smallkeen!",official_caption,"Axe: interação com rival, fala 26.",placeholder,,,
axe_rival_27,sounds/vo/axe/axe_rival_27.vsnd_c,rival,A Keen worthy to fight.,official_caption,"Axe: interação com rival, fala 27.",placeholder,,,
axe_rival_28,sounds/vo/axe/axe_rival_28.vsnd_c,rival,"For the Keenfolk, you weren't half bad.",official_caption,"Axe: interação com rival, fala 28.",placeholder,,,
axe_rival_29,sounds/vo/axe/axe_rival_29.vsnd_c,rival,Smallkeens should be scoured from the land!,official_caption,"Axe: interação com rival, fala 29.",placeholder,,,
axe_rival_30,sounds/vo/axe/axe_rival_30.vsnd_c,rival,Axe hates the Keenfolk!,official_caption,"Axe: interação com rival, fala 30.",placeholder,,,
axe_rival_31,sounds/vo/axe/axe_rival_31.vsnd_c,rival,Axe cut you in four!,official_caption,"Axe: interação com rival, fala 31.",placeholder,,,
axe_rival_32,sounds/vo/axe/axe_rival_32.vsnd_c,rival,Axe cut you into more than four.,official_caption,"Axe: interação com rival, fala 32.",placeholder,,,
axe_rival_33,sounds/vo/axe/axe_rival_33.vsnd_c,rival,Axe cut you into more than four. Nine?,official_caption,"Axe: interação com rival, fala 33.",placeholder,,,
axe_rival_34,sounds/vo/axe/axe_rival_34.vsnd_c,rival,Axe cut you into more than four. Twenty?,official_caption,"Axe: interação com rival, fala 34.",placeholder,,,
axe_rival_35,sounds/vo/axe/axe_rival_35.vsnd_c,rival,Axe cut you into more than four. Hundreds?,official_caption,"Axe: interação com rival, fala 35.",placeholder,,,
axe_sheepstick_01,sounds/vo/axe/axe_sheepstick_01.vsnd_c,sheepstick,Baaa!,official_caption,"Axe: transformação, fala 1.",placeholder,,,
axe_sheepstick_02,sounds/vo/axe/axe_sheepstick_02.vsnd_c,sheepstick,Axe is a sheep?,official_caption,"Axe: transformação, fala 2.",placeholder,,,
axe_sheepstick_03,sounds/vo/axe/axe_sheepstick_03.vsnd_c,sheepstick,Axe is a pig?,official_caption,"Axe: transformação, fala 3.",placeholder,,,
axe_sheepstick_04,sounds/vo/axe/axe_sheepstick_04.vsnd_c,sheepstick,Axe is a pig?,official_caption,"Axe: transformação, fala 4.",placeholder,,,
axe_sheepstick_05,sounds/vo/axe/axe_sheepstick_05.vsnd_c,sheepstick,Axe is not Axe!,official_caption,"Axe: transformação, fala 5.",placeholder,,,
axe_shitwiz_01,sounds/vo/axe/axe_shitwiz_01.vsnd_c,shitwiz,Shitty wizard!,official_caption,"Axe: shitwiz, fala 1.",placeholder,,,
axe_spawn_01,sounds/vo/axe/axe_spawn_01.vsnd_c,spawn,Axe!,official_caption,Axe!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_02,sounds/vo/axe/axe_spawn_02.vsnd_c,spawn,There is no team in Axe!,official_caption,Não existe equipe em Axe!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_03,sounds/vo/axe/axe_spawn_03.vsnd_c,spawn,Axe here!,official_caption,Axe aqui!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_04,sounds/vo/axe/axe_spawn_04.vsnd_c,spawn,A cut above the rest.,official_caption,Um corte acima dos demais.,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_05,sounds/vo/axe/axe_spawn_05.vsnd_c,spawn,Axe in hand.,official_caption,Machado na mão.,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_06,sounds/vo/axe/axe_spawn_06.vsnd_c,spawn,Axe lives!,official_caption,Axe vive!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_07,sounds/vo/axe/axe_spawn_07.vsnd_c,spawn,Axe swings his blade.,official_caption,Axe balança a sua lâmina.,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_08,sounds/vo/axe/axe_spawn_08.vsnd_c,spawn,Let the carnage begin.,official_caption,Que comece a carnificina.,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_09,sounds/vo/axe/axe_spawn_09.vsnd_c,spawn,Axe is ready!,official_caption,Axe está pronto!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_spawn_10,sounds/vo/axe/axe_spawn_10.vsnd_c,spawn,The Axe-man comes!,official_caption,Lá vem o homem-machado!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_thanks_01,sounds/vo/axe/axe_thanks_01.vsnd_c,thanks,Axe says thank you.,official_caption,Axe agradece.,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_thanks_02,sounds/vo/axe/axe_thanks_02.vsnd_c,thanks,Axe is grateful.,official_caption,Axe está grato.,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_underattack_01,sounds/vo/axe/axe_underattack_01.vsnd_c,underattack,Axe is under attack!,official_caption,Axe está sob ataque!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_win_01,sounds/vo/axe/axe_win_01.vsnd_c,win,Yes!,official_caption,Sim!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_win_02,sounds/vo/axe/axe_win_02.vsnd_c,win,Victorious!,official_caption,Vitória!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_win_03,sounds/vo/axe/axe_win_03.vsnd_c,win,This day belongs to Axe!,official_caption,Este dia pertence a Axe!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
